ZIP Code,YoY Growth 2024,Total Policies 2024,YoY Growth 2023,Total Policies 2023,YoY Growth 2022,Total Policies 2022,YoY Growth 2021,Total Policies 2021,Total Policies 2020
94402,173.90%,63,76.90%,23,62.50%,13,100.00%,8,4
94403,85.70%,26,1300.00%,14,0.00%,1,0.00%,,
94404,233.30%,10,50.00%,3,100.00%,2,50.00%,1,2
93013,34.90%,228,17.40%,169,46.90%,144,145.00%,98,40
93067,182.40%,48,88.90%,17,28.60%,9,600.00%,7,1
93101,150.00%,95,58.30%,38,4.30%,24,27.80%,23,18
93103,55.20%,388,30.20%,250,45.50%,192,25.70%,132,105
93105,28.30%,1065,10.10%,830,22.80%,754,34.10%,614,458
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
93108,25.50%,1150,26.00%,916,37.70%,727,59.00%,528,332
93109,121.10%,42,90.00%,19,9.10%,10,22.20%,11,9
93110,201.90%,163,35.00%,54,66.70%,40,60.00%,24,15
93111,150.00%,210,25.40%,84,34.00%,67,19.00%,50,42
93117,60.20%,282,1.70%,176,23.60%,173,44.30%,140,97
93254,33.30%,16,84.60%,24,30.00%,13,0.00%,10,10
93427,69.20%,66,0.00%,39,225.00%,39,500.00%,12,2
93429,50.00%,3,0.00%,2,100.00%,2,0.00%,1,1
93434,66.70%,10,20.00%,6,16.70%,5,14.30%,6,7
93436,77.90%,265,55.20%,149,21.50%,96,163.30%,79,30
93440,46.40%,41,100.00%,28,16.70%,14,200.00%,12,4
93441,2.10%,48,6.00%,47,16.30%,50,104.80%,43,21
93454,37.00%,100,14.10%,73,33.30%,64,37.10%,48,35
93455,197.40%,116,160.00%,39,66.70%,15,50.00%,9,6
93458,0.00%,44,100.00%,,0.00%,2,0.00%,2,2
93460,9.80%,157,23.30%,143,61.10%,116,100.00%,72,36
93463,106.40%,97,123.80%,47,40.00%,21,114.30%,15,7
94022,122.90%,243,31.30%,109,69.40%,83,22.50%,49,40
94024,72.20%,155,40.60%,90,42.20%,64,60.70%,45,28
94040,150.00%,10,33.30%,4,0.00%,3,0.00%,3,3
94041,0.00%,4,0.00%,,0.00%,,0.00%,,
94043,233.30%,10,200.00%,3,0.00%,1,0.00%,1,1
94085,600.00%,7,0.00%,1,0.00%,1,0.00%,,
94086,160.00%,13,66.70%,5,25.00%,3,33.30%,4,3
94087,266.70%,11,50.00%,3,100.00%,2,50.00%,1,2
94089,650.00%,15,0.00%,2,0.00%,,0.00%,,
94301,141.70%,29,33.30%,12,0.00%,9,80.00%,9,5
94304,83.30%,11,20.00%,6,0.00%,5,150.00%,5,2
94305,133.30%,7,50.00%,3,100.00%,2,50.00%,1,2
94306,320.00%,21,400.00%,5,50.00%,1,0.00%,2,2
95002,20.00%,4,0.00%,5,28.60%,5,16.70%,7,6
95008,166.70%,16,200.00%,6,0.00%,2,100.00%,2,1
95013,0.00%,2,100.00%,,0.00%,1,0.00%,,
95014,133.30%,119,31.10%,51,155.20%,74,52.60%,29,19
95020,125.50%,221,53.10%,98,42.20%,64,80.00%,45,25
95030,54.10%,430,26.20%,279,11.60%,221,108.40%,198,95
95032,96.80%,185,46.90%,94,20.80%,64,32.50%,53,40
95035,716.70%,49,20.00%,6,25.00%,5,33.30%,4,3
95037,65.30%,395,44.00%,239,19.40%,166,25.20%,139,111
95046,79.20%,43,380.00%,24,25.00%,5,300.00%,4,1
95050,275.00%,15,100.00%,4,50.00%,2,0.00%,4,4
95051,250.00%,14,100.00%,4,0.00%,2,0.00%,2,2
95054,300.00%,4,0.00%,1,0.00%,1,100.00%,,1
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
95070,105.60%,407,45.60%,198,28.30%,136,49.30%,106,71
95110,6.30%,30,5.90%,32,0.00%,34,5.60%,34,36
95111,100.00%,50,13.60%,25,10.00%,22,9.10%,20,22
95112,59.30%,86,22.90%,54,13.60%,70,12.00%,81,92
95113,0.00%,,0.00%,,0.00%,,0.00%,,
95116,33.30%,44,35.30%,33,29.20%,51,7.70%,72,78
95117,233.30%,10,50.00%,3,0.00%,2,0.00%,2,2
95118,23.10%,16,50.00%,13,3.70%,26,10.00%,27,30
95119,1200.00%,13,0.00%,1,100.00%,,0.00%,1,
95120,141.90%,179,138.70%,74,47.60%,31,16.70%,21,18
95121,300.00%,40,16.70%,10,9.10%,12,15.40%,11,13
95122,76.90%,46,16.10%,26,3.30%,31,3.20%,30,31
95123,263.60%,40,83.30%,11,0.00%,6,14.30%,6,7
95124,237.50%,27,166.70%,8,25.00%,3,33.30%,4,3
95125,153.30%,38,0.00%,15,7.10%,15,40.00%,14,10
95126,3.70%,28,10.00%,27,3.20%,30,0.00%,31,31
95127,86.90%,114,17.30%,61,0.00%,52,6.10%,52,49
95128,133.30%,21,28.60%,9,0.00%,7,0.00%,7,7
95129,325.00%,17,33.30%,4,0.00%,3,0.00%,3,3
95130,0.00%,2,100.00%,,0.00%,1,0.00%,,
95131,175.00%,11,100.00%,4,100.00%,2,0.00%,1,1
95132,106.30%,33,45.50%,16,22.20%,11,10.00%,9,10
95133,183.30%,17,20.00%,6,25.00%,5,100.00%,4,2
95134,1000.00%,11,0.00%,1,0.00%,1,0.00%,,
95135,260.00%,36,900.00%,10,66.70%,1,40.00%,3,5
95136,600.00%,21,0.00%,3,0.00%,,100.00%,,1
95138,310.00%,41,42.90%,10,75.00%,7,20.00%,4,5
95139,166.70%,8,200.00%,3,0.00%,1,0.00%,1,1
95140,22.70%,27,29.40%,22,0.00%,17,30.80%,17,13
95141,50.00%,3,0.00%,2,0.00%,2,0.00%,,
95148,461.50%,73,30.00%,13,25.00%,10,20.00%,8,10
95003,123.10%,618,38.50%,277,4.20%,200,178.30%,192,69
95005,81.00%,677,50.80%,374,68.70%,248,42.70%,147,103
95006,37.10%,1153,44.80%,841,88.00%,581,37.30%,309,225
95007,0.00%,109,0.00%,,0.00%,,0.00%,,
95010,300.00%,12,200.00%,3,0.00%,1,0.00%,1,1
95017,15.80%,22,26.70%,19,50.00%,15,37.50%,10,16
95018,63.00%,944,35.90%,579,62.00%,426,37.70%,263,191
95019,0.00%,5,0.00%,,0.00%,,0.00%,,
95033,77.20%,1180,18.50%,666,32.90%,562,13.10%,423,374
95041,0.00%,73,0.00%,,0.00%,,0.00%,,
95060,110.70%,826,49.00%,392,64.40%,263,21.20%,160,132
95062,137.50%,38,33.30%,16,14.30%,12,12.50%,14,16
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
95064,100.00%,6,200.00%,3,0.00%,1,0.00%,1,1
95065,129.80%,301,45.60%,131,28.60%,90,59.10%,70,44
95066,115.90%,937,83.10%,434,100.80%,237,51.30%,118,78
95073,88.70%,383,31.00%,203,20.20%,155,168.80%,129,48
95076,68.40%,549,42.40%,326,44.00%,229,26.20%,159,126
96001,67.20%,505,102.70%,302,8.80%,149,26.90%,137,108
96002,131.20%,178,108.10%,77,85.00%,37,42.90%,20,14
96003,51.50%,1127,54.00%,744,17.50%,483,38.40%,411,297
96007,96.50%,623,93.30%,317,41.40%,164,50.60%,116,77
96008,58.30%,133,27.30%,84,15.80%,66,42.50%,57,40
96013,77.60%,238,74.00%,134,26.20%,77,60.50%,61,38
96016,125.00%,63,55.60%,28,28.60%,18,40.00%,14,10
96017,7.10%,39,40.00%,42,20.00%,30,25.00%,25,20
96019,56.90%,320,71.40%,204,33.70%,119,61.80%,89,55
96028,85.40%,76,86.40%,41,100.00%,22,57.10%,11,7
96033,48.10%,40,80.00%,27,50.00%,15,42.90%,10,7
96040,80.00%,27,114.30%,15,40.00%,7,0.00%,5,5
96047,52.60%,87,72.70%,57,10.80%,33,60.90%,37,23
96051,19.70%,249,35.10%,208,8.50%,154,22.40%,142,116
96059,100.00%,,20.50%,47,0.00%,39,0.00%,,
96062,36.80%,52,52.00%,38,13.60%,25,37.50%,22,16
96065,28.40%,95,10.40%,74,13.60%,67,47.50%,59,40
96069,26.80%,90,29.10%,71,0.00%,55,14.60%,55,48
96071,29.40%,66,15.90%,51,15.80%,44,40.70%,38,27
96073,43.40%,109,49.00%,76,34.20%,51,11.80%,38,34
96076,0.00%,12,20.00%,12,23.10%,10,18.20%,13,11
96087,80.00%,54,50.00%,30,100.00%,20,150.00%,10,4
96088,17.90%,817,65.80%,693,10.00%,418,29.70%,380,293
96089,0.00%,8,0.00%,,0.00%,,0.00%,,
96096,23.10%,96,39.30%,78,17.60%,56,41.70%,68,48
95910,15.40%,11,0.00%,13,0.00%,13,8.30%,13,12
95936,4.80%,88,9.10%,84,11.60%,77,21.10%,69,57
95944,22.20%,11,28.60%,9,0.00%,7,16.70%,7,6
96118,97.10%,67,47.80%,34,35.30%,23,5.60%,17,18
96124,35.50%,84,12.70%,62,22.20%,55,55.20%,45,29
96125,11.90%,150,16.50%,134,19.80%,115,24.70%,96,77
96126,86.40%,41,83.30%,22,20.00%,12,66.70%,10,6
95568,14.30%,6,0.00%,7,16.70%,7,100.00%,6,3
96014,58.80%,27,70.00%,17,11.10%,10,28.60%,9,7
96023,60.00%,16,25.00%,10,0.00%,8,100.00%,8,4
96025,23.30%,291,43.90%,236,11.60%,164,23.50%,147,119
96027,47.80%,136,48.40%,92,6.90%,62,100.00%,58,29
96031,14.30%,6,0.00%,7,0.00%,7,12.50%,7,8
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
96032,40.20%,129,26.00%,92,17.70%,73,19.20%,62,52
96034,25.00%,6,14.30%,8,16.70%,7,20.00%,6,5
96038,400.00%,15,50.00%,3,100.00%,2,0.00%,1,1
96039,20.00%,78,12.10%,65,16.00%,58,0.00%,50,50
96044,39.40%,46,73.70%,33,18.80%,19,60.00%,16,10
96050,11.50%,29,23.50%,26,6.30%,34,10.30%,32,29
96057,31.10%,156,36.80%,119,3.60%,87,25.40%,84,67
96058,33.30%,16,20.00%,12,0.00%,10,100.00%,10,5
96064,77.30%,117,37.50%,66,84.60%,48,73.30%,26,15
96067,215.20%,561,54.80%,178,32.20%,115,27.90%,87,68
96085,0.00%,10,9.10%,10,15.40%,11,44.40%,13,9
96086,0.00%,26,4.00%,26,13.60%,25,10.00%,22,20
96094,143.00%,311,75.30%,128,46.00%,73,47.10%,50,34
96097,155.50%,304,45.10%,119,30.20%,82,37.00%,63,46
96134,50.00%,6,300.00%,4,83.30%,1,20.00%,6,5
94510,512.50%,49,100.00%,8,0.00%,4,33.30%,4,3
94512,0.00%,1,0.00%,1,0.00%,1,0.00%,1,1
94533,175.00%,55,233.30%,20,0.00%,6,50.00%,6,12
94534,126.60%,213,129.30%,94,95.20%,41,40.00%,21,15
94571,400.00%,10,100.00%,2,0.00%,1,50.00%,1,2
94585,56.30%,25,77.80%,16,12.50%,9,27.30%,8,11
94589,86.70%,28,36.40%,15,8.30%,11,9.10%,12,11
94590,36.00%,68,31.60%,50,2.70%,38,2.60%,37,38
94591,105.70%,72,29.60%,35,3.60%,27,7.70%,28,26
94592,0.00%,4,0.00%,,0.00%,,0.00%,,
95620,450.00%,11,0.00%,2,100.00%,,66.70%,1,3
95687,228.60%,23,75.00%,7,0.00%,4,20.00%,4,5
95688,153.20%,119,80.80%,47,85.70%,26,16.70%,14,12
94922,36.40%,15,0.00%,11,0.00%,11,0.00%,,
94923,54.80%,48,29.20%,31,50.00%,24,0.00%,16,16
94928,850.00%,38,33.30%,4,200.00%,3,0.00%,1,1
94931,275.00%,15,300.00%,4,0.00%,1,100.00%,,4
94951,86.20%,54,107.10%,29,75.00%,14,100.00%,8,4
94952,64.50%,125,76.70%,76,186.70%,43,11.80%,15,17
94954,166.70%,64,33.30%,24,500.00%,18,200.00%,3,1
94972,100.00%,,0.00%,1,0.00%,,0.00%,,
95401,135.70%,33,180.00%,14,16.70%,5,200.00%,6,2
95403,89.80%,186,40.00%,98,84.20%,70,171.40%,38,14
95404,49.80%,704,41.60%,470,98.80%,332,35.80%,167,123
95405,196.20%,77,333.30%,26,50.00%,6,0.00%,4,4
95407,82.20%,82,104.50%,45,0.00%,22,69.20%,22,13
95409,174.00%,359,133.90%,131,124.00%,56,38.90%,25,18
95412,20.00%,16,5.30%,20,26.70%,19,150.00%,15,6
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
95419,0.00%,35,0.00%,,0.00%,,0.00%,,
95421,63.50%,242,23.30%,148,60.00%,120,25.00%,75,60
95425,55.80%,257,48.60%,165,44.20%,111,26.20%,77,61
95436,39.20%,270,45.90%,194,111.10%,133,57.50%,63,40
95439,0.00%,1,0.00%,,0.00%,,0.00%,,
95441,11.60%,125,34.90%,112,93.00%,83,26.50%,43,34
95442,43.40%,228,37.10%,159,205.30%,116,31.00%,38,29
95444,50.00%,3,0.00%,2,100.00%,,0.00%,1,
95446,46.60%,881,105.10%,601,128.90%,293,56.10%,128,82
95448,27.70%,549,24.30%,430,60.20%,346,30.90%,216,165
95450,5.50%,96,13.80%,91,60.00%,80,35.10%,50,37
95452,85.40%,76,57.70%,41,420.00%,26,37.50%,5,8
95462,35.70%,213,72.50%,157,93.60%,91,23.70%,47,38
95465,5.80%,91,45.80%,86,247.10%,59,88.90%,17,9
95471,0.00%,35,0.00%,,0.00%,,0.00%,,
95472,54.60%,317,62.70%,205,51.80%,126,62.70%,83,51
95476,100.50%,437,69.00%,218,152.90%,129,41.70%,51,36
95492,173.10%,71,100.00%,26,18.20%,13,37.50%,11,8
95497,74.30%,197,48.70%,113,61.70%,76,30.60%,47,36
95307,300.00%,32,11.10%,8,12.50%,9,11.10%,8,9
95313,0.00%,1,0.00%,1,50.00%,1,0.00%,2,2
95316,0.00%,5,0.00%,,0.00%,,0.00%,,
95319,0.00%,2,0.00%,,0.00%,,0.00%,,
95323,0.00%,2,0.00%,2,100.00%,2,0.00%,1,1
95326,350.00%,9,0.00%,2,0.00%,2,33.30%,2,3
95328,0.00%,5,0.00%,,0.00%,,100.00%,,1
95350,300.00%,32,33.30%,8,33.30%,6,50.00%,9,6
95351,186.70%,43,66.70%,15,28.60%,9,30.00%,7,10
95354,225.00%,26,33.30%,8,25.00%,6,33.30%,8,6
95355,144.40%,22,80.00%,9,0.00%,5,28.60%,5,7
95356,275.00%,15,100.00%,4,0.00%,2,100.00%,2,1
95357,100.00%,12,0.00%,6,20.00%,6,0.00%,5,5
95358,100.00%,28,16.70%,14,20.00%,12,0.00%,10,10
95360,166.70%,8,200.00%,3,50.00%,1,100.00%,2,1
95361,55.20%,45,61.10%,29,5.90%,18,30.80%,17,13
95363,225.00%,39,50.00%,12,700.00%,8,0.00%,1,1
95367,1100.00%,12,0.00%,1,100.00%,,0.00%,1,1
95368,800.00%,9,0.00%,1,0.00%,,0.00%,,
95380,76.90%,23,550.00%,13,33.30%,2,50.00%,3,6
95382,350.00%,9,66.70%,2,50.00%,6,33.30%,4,3
95385,100.00%,2,0.00%,1,0.00%,1,0.00%,,
95386,200.00%,6,0.00%,2,33.30%,2,0.00%,3,3
95645,0.00%,1,0.00%,1,0.00%,,0.00%,,
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
95659,0.00%,,100.00%,,50.00%,1,0.00%,2,
95668,300.00%,4,0.00%,1,0.00%,,0.00%,,
95674,50.00%,3,100.00%,2,0.00%,1,0.00%,1,1
95953,0.00%,7,22.20%,7,12.50%,9,14.30%,8,7
95957,0.00%,1,50.00%,1,0.00%,2,0.00%,2,2
95982,0.00%,2,100.00%,2,0.00%,1,0.00%,,
95991,433.30%,16,0.00%,3,25.00%,3,100.00%,4,2
95993,1300.00%,14,0.00%,1,0.00%,1,66.70%,1,3
96021,100.00%,236,73.50%,118,126.70%,68,100.00%,30,15
96022,46.40%,606,64.90%,414,28.70%,251,27.50%,195,153
96035,1200.00%,13,0.00%,1,0.00%,1,0.00%,,
96055,285.70%,27,250.00%,7,33.30%,2,200.00%,3,1
96059,0.00%,77,0.00%,,100.00%,,15.40%,30,26
96061,5.80%,91,34.40%,86,20.80%,64,1.90%,53,52
96075,27.60%,37,7.40%,29,0.00%,27,50.00%,27,18
96080,65.30%,372,66.70%,225,6.30%,135,25.70%,127,101
95526,7.00%,53,21.30%,57,2.20%,47,21.10%,46,38
95527,7.90%,68,8.60%,63,7.40%,58,28.60%,54,42
95552,3.80%,55,17.80%,53,4.70%,45,19.40%,43,36
95563,29.90%,152,4.50%,117,1.80%,112,17.50%,114,97
95595,55.60%,14,40.00%,9,11.80%,15,13.30%,17,15
96010,53.80%,20,18.80%,13,0.00%,16,23.10%,16,13
96024,16.40%,142,15.10%,122,1.00%,106,29.60%,105,81
96041,18.60%,115,9.00%,97,1.10%,89,31.30%,88,67
96046,42.10%,11,5.00%,19,33.30%,20,130.80%,30,13
96048,20.80%,58,23.10%,48,4.90%,39,24.20%,41,33
96052,17.00%,193,20.40%,165,5.40%,137,14.00%,130,114
96091,31.30%,218,3.80%,166,3.60%,160,16.90%,166,142
96093,47.20%,159,71.40%,108,6.80%,63,73.50%,59,34
93201,0.00%,8,0.00%,,0.00%,,0.00%,,
93207,0.00%,173,8.10%,173,6.70%,160,36.40%,150,110
93208,0.00%,54,0.00%,,0.00%,,0.00%,,
93218,0.00%,3,0.00%,,0.00%,,0.00%,,
93219,75.00%,7,33.30%,4,25.00%,6,33.30%,8,6
93221,416.70%,31,0.00%,6,100.00%,6,0.00%,3,3
93223,220.00%,16,44.40%,5,200.00%,9,0.00%,3,3
93235,300.00%,4,0.00%,1,0.00%,1,0.00%,1,1
93244,60.00%,8,0.00%,5,0.00%,5,0.00%,,
93247,200.00%,12,20.00%,4,16.70%,5,100.00%,6,3
93256,80.00%,9,44.40%,5,200.00%,9,200.00%,3,1
93257,127.50%,207,40.00%,91,41.30%,65,15.00%,46,40
93260,0.50%,219,7.90%,218,14.10%,202,27.30%,177,139
93262,0.00%,7,40.00%,7,0.00%,5,25.00%,5,4
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
93265,4.80%,592,17.70%,565,10.10%,480,4.80%,436,416
93267,160.00%,13,37.50%,5,300.00%,8,50.00%,2,4
93270,100.00%,12,14.30%,6,40.00%,7,25.00%,5,4
93271,18.80%,574,91.70%,483,49.10%,252,113.90%,169,79
93272,200.00%,3,50.00%,1,100.00%,2,0.00%,1,1
93274,277.80%,68,40.00%,18,172.70%,30,0.00%,11,11
93277,208.30%,37,71.40%,12,133.30%,7,25.00%,3,4
93286,116.70%,26,20.00%,12,66.70%,10,200.00%,6,2
93291,230.00%,66,48.70%,20,457.10%,39,133.30%,7,3
93292,176.90%,36,27.80%,13,80.00%,18,100.00%,10,5
93603,6.60%,57,10.90%,61,31.00%,55,40.00%,42,30
93615,100.00%,6,25.00%,3,0.00%,4,0.00%,4,4
93618,116.70%,13,0.00%,6,100.00%,6,50.00%,3,2
93647,92.30%,25,7.10%,13,75.00%,14,60.00%,8,5
95305,0.00%,26,0.00%,,0.00%,,0.00%,,
95310,17.50%,363,18.40%,309,6.10%,261,19.40%,246,206
95321,7.70%,2020,16.70%,1876,14.30%,1608,19.90%,1407,1173
95327,28.80%,671,45.10%,521,23.80%,359,30.00%,290,223
95329,21.40%,312,39.70%,257,29.60%,184,16.40%,142,122
95335,1.00%,862,9.00%,871,12.10%,799,16.30%,713,613
95346,0.00%,707,7.90%,707,4.80%,655,13.20%,625,552
95370,12.90%,4574,22.40%,4053,6.30%,3310,12.50%,3113,2766
95372,15.20%,364,19.20%,316,10.00%,265,15.30%,241,209
95379,20.20%,738,41.10%,614,12.10%,435,28.50%,388,302
95383,1.80%,1994,9.10%,1958,8.60%,1795,11.50%,1653,1483
91320,213.90%,653,55.20%,208,24.10%,134,22.70%,108,88
91360,235.00%,412,61.80%,123,13.40%,76,11.70%,67,60
91361,110.20%,1011,10.80%,481,19.60%,434,61.30%,363,225
91362,204.40%,828,61.90%,272,29.20%,168,41.30%,130,92
91377,258.80%,427,50.60%,119,3.90%,79,28.80%,76,59
93001,56.70%,467,25.70%,298,20.90%,237,46.30%,196,134
93003,205.00%,244,70.20%,80,14.60%,47,70.80%,41,24
93004,172.70%,60,57.10%,22,55.60%,14,200.00%,9,3
93010,158.70%,119,27.80%,46,20.00%,36,100.00%,30,15
93012,113.50%,316,29.80%,148,22.60%,114,63.20%,93,57
93015,30.90%,195,12.00%,149,68.40%,133,54.90%,79,51
93021,91.30%,503,41.40%,263,31.00%,186,86.80%,142,76
93022,126.00%,217,77.80%,96,74.20%,54,34.80%,31,23
93023,59.60%,1293,35.50%,810,69.40%,598,104.00%,353,173
93030,120.00%,33,7.10%,15,16.70%,14,7.70%,12,13
93033,128.60%,96,75.00%,42,11.10%,24,35.00%,27,20
93035,137.50%,38,14.30%,16,6.70%,14,25.00%,15,12
93036,67.90%,47,64.70%,28,10.50%,17,26.70%,19,15
1,,,,,09302024.,,,,
,,,,,,,,,
,40.30%,449832,20.60%,320572,12.40%,265909,15.40%,236515,204868
93040,41.70%,34,26.30%,24,46.20%,19,30.00%,13,10
93041,300.00%,24,0.00%,6,50.00%,6,33.30%,4,3
93060,44.30%,391,22.60%,271,34.80%,221,105.00%,164,80
93063,95.50%,739,18.90%,378,11.60%,318,14.00%,285,250
93065,164.80%,932,55.80%,352,20.90%,226,34.50%,187,139
93066,43.80%,105,23.70%,73,9.30%,59,440.00%,54,10
95605,122.20%,20,800.00%,9,0.00%,1,100.00%,,2
95606,20.00%,4,25.00%,5,100.00%,4,0.00%,2,
95607,16.70%,5,200.00%,6,100.00%,2,0.00%,1,
95612,0.00%,1,0.00%,1,0.00%,,100.00%,,1
95616,33.30%,4,50.00%,3,0.00%,2,33.30%,2,3
95618,20.00%,6,400.00%,5,0.00%,1,0.00%,1,
95627,600.00%,7,0.00%,1,0.00%,,100.00%,,1
95637,66.70%,15,80.00%,9,150.00%,5,0.00%,2,
95679,11.10%,10,80.00%,9,16.70%,5,50.00%,6,4
95691,27.60%,21,383.30%,29,80.00%,6,3.40%,30,29
95694,48.40%,46,34.80%,31,109.10%,23,175.00%,11,4
95695,150.00%,15,50.00%,6,0.00%,4,0.00%,4,4
95698,0.00%,1,0.00%,1,0.00%,1,0.00%,1,1
95776,0.00%,10,0.00%,,100.00%,,0.00%,2,
95937,0.00%,1,0.00%,1,0.00%,1,0.00%,1,1
95692,162.50%,21,100.00%,8,0.00%,4,100.00%,4,2
95901,118.70%,199,89.60%,91,14.30%,48,50.00%,42,28
95918,53.20%,170,52.10%,111,52.10%,73,54.80%,48,31
95919,14.70%,258,9.20%,225,12.00%,206,23.50%,184,149
95922,6.50%,98,13.60%,92,0.00%,81,28.60%,81,63
95925,15.00%,46,2.60%,40,67.20%,39,28.00%,119,93
95935,17.00%,165,18.50%,141,20.20%,119,22.20%,99,81
95961,112.50%,17,100.00%,8,76.50%,4,466.70%,17,3
95962,15.70%,243,22.10%,210,16.20%,172,21.30%,148,122
95972,21.40%,34,40.00%,28,33.30%,20,16.70%,15,18
95981,41.80%,124,17.00%,213,82.00%,182,20.50%,100,83
1,,,,,09302024.,,,,
